Adult Stages/Adult Hypnogram (973 events)						
						
-------------------------------------------------------------------------------------						
#	Segment	Epoch	Start Time (s)	Duration (s)	Interval (s)	Event
"706, "	"1, "	"706, "	"21165.000,"	"1.000,"	"30.000,"	5
"707, "	"1, "	"707, "	"21195.000,"	"1.000,"	"30.000,"	5
"708, "	"1, "	"708, "	"21225.000,"	"1.000,"	"30.000,"	5
"709, "	"1, "	"709, "	"21255.000,"	"1.000,"	"30.000,"	5
"710, "	"1, "	"710, "	"21285.000,"	"1.000,"	"30.000,"	5
"711, "	"1, "	"711, "	"21315.000,"	"1.000,"	"30.000,"	5
"712, "	"1, "	"712, "	"21345.000,"	"1.000,"	"30.000,"	5
"713, "	"1, "	"713, "	"21375.000,"	"1.000,"	"30.000,"	5
"714, "	"1, "	"714, "	"21405.000,"	"1.000,"	"30.000,"	5
"715, "	"1, "	"715, "	"21435.000,"	"1.000,"	"30.000,"	5
"716, "	"1, "	"716, "	"21465.000,"	"1.000,"	"30.000,"	5
"717, "	"1, "	"717, "	"21495.000,"	"1.000,"	"30.000,"	5
"718, "	"1, "	"718, "	"21525.000,"	"1.000,"	"30.000,"	5
"719, "	"1, "	"719, "	"21555.000,"	"1.000,"	"30.000,"	1
"720, "	"1, "	"720, "	"21585.000,"	"1.000,"	"30.000,"	1
"721, "	"1, "	"721, "	"21615.000,"	"1.000,"	"30.000,"	1
"722, "	"1, "	"722, "	"21645.000,"	"1.000,"	"30.000,"	1
"723, "	"1, "	"723, "	"21675.000,"	"1.000,"	"30.000,"	1
"724, "	"1, "	"724, "	"21705.000,"	"1.000,"	"30.000,"	2
"725, "	"1, "	"725, "	"21735.000,"	"1.000,"	"30.000,"	1
"726, "	"1, "	"726, "	"21765.000,"	"1.000,"	"30.000,"	1
"727, "	"1, "	"727, "	"21795.000,"	"1.000,"	"30.000,"	1
"728, "	"1, "	"728, "	"21825.000,"	"1.000,"	"30.000,"	1
"729, "	"1, "	"729, "	"21855.000,"	"1.000,"	"30.000,"	1
"730, "	"1, "	"730, "	"21885.000,"	"1.000,"	"30.000,"	1
"731, "	"1, "	"731, "	"21915.000,"	"1.000,"	"30.000,"	1
"732, "	"1, "	"732, "	"21945.000,"	"1.000,"	"30.000,"	1
"733, "	"1, "	"733, "	"21975.000,"	"1.000,"	"30.000,"	1
"734, "	"1, "	"734, "	"22005.000,"	"1.000,"	"30.000,"	1
"735, "	"1, "	"735, "	"22035.000,"	"1.000,"	"30.000,"	1
"736, "	"1, "	"736, "	"22065.000,"	"1.000,"	"30.000,"	1
"737, "	"1, "	"737, "	"22095.000,"	"1.000,"	"30.000,"	2
"738, "	"1, "	"738, "	"22125.000,"	"1.000,"	"30.000,"	2
"739, "	"1, "	"739, "	"22155.000,"	"1.000,"	"30.000,"	0
"740, "	"1, "	"740, "	"22185.000,"	"1.000,"	"30.000,"	0
"741, "	"1, "	"741, "	"22215.000,"	"1.000,"	"30.000,"	0
"742, "	"1, "	"742, "	"22245.000,"	"1.000,"	"30.000,"	0
"743, "	"1, "	"743, "	"22275.000,"	"1.000,"	"30.000,"	0
"744, "	"1, "	"744, "	"22305.000,"	"1.000,"	"30.000,"	0
"745, "	"1, "	"745, "	"22335.000,"	"1.000,"	"30.000,"	0
"746, "	"1, "	"746, "	"22365.000,"	"1.000,"	"30.000,"	0
"747, "	"1, "	"747, "	"22395.000,"	"1.000,"	"30.000,"	0
"748, "	"1, "	"748, "	"22425.000,"	"1.000,"	"30.000,"	0
"749, "	"1, "	"749, "	"22455.000,"	"1.000,"	"30.000,"	0
"750, "	"1, "	"750, "	"22485.000,"	"1.000,"	"30.000,"	0
"751, "	"1, "	"751, "	"22515.000,"	"1.000,"	"30.000,"	0
"752, "	"1, "	"752, "	"22545.000,"	"1.000,"	"30.000,"	0
"753, "	"1, "	"753, "	"22575.000,"	"1.000,"	"30.000,"	0
"754, "	"1, "	"754, "	"22605.000,"	"1.000,"	"30.000,"	0
"755, "	"1, "	"755, "	"22635.000,"	"1.000,"	"30.000,"	0
"756, "	"1, "	"756, "	"22665.000,"	"1.000,"	"30.000,"	0
"757, "	"1, "	"757, "	"22695.000,"	"1.000,"	"30.000,"	0
"758, "	"1, "	"758, "	"22725.000,"	"1.000,"	"30.000,"	0
"759, "	"1, "	"759, "	"22755.000,"	"1.000,"	"30.000,"	1
"760, "	"1, "	"760, "	"22785.000,"	"1.000,"	"30.000,"	1
"761, "	"1, "	"761, "	"22815.000,"	"1.000,"	"30.000,"	1
"762, "	"1, "	"762, "	"22845.000,"	"1.000,"	"30.000,"	1
"763, "	"1, "	"763, "	"22875.000,"	"1.000,"	"30.000,"	1
"764, "	"1, "	"764, "	"22905.000,"	"1.000,"	"30.000,"	1
"765, "	"1, "	"765, "	"22935.000,"	"1.000,"	"30.000,"	1
"766, "	"1, "	"766, "	"22965.000,"	"1.000,"	"30.000,"	2
"767, "	"1, "	"767, "	"22995.000,"	"1.000,"	"30.000,"	2
"768, "	"1, "	"768, "	"23025.000,"	"1.000,"	"30.000,"	2
"769, "	"1, "	"769, "	"23055.000,"	"1.000,"	"30.000,"	2
"770, "	"1, "	"770, "	"23085.000,"	"1.000,"	"30.000,"	2
"771, "	"1, "	"771, "	"23115.000,"	"1.000,"	"30.000,"	2
"772, "	"1, "	"772, "	"23145.000,"	"1.000,"	"30.000,"	2
"773, "	"1, "	"773, "	"23175.000,"	"1.000,"	"30.000,"	1
"774, "	"1, "	"774, "	"23205.000,"	"1.000,"	"30.000,"	1
"775, "	"1, "	"775, "	"23235.000,"	"1.000,"	"30.000,"	2
"776, "	"1, "	"776, "	"23265.000,"	"1.000,"	"30.000,"	2
"777, "	"1, "	"777, "	"23295.000,"	"1.000,"	"30.000,"	2
"778, "	"1, "	"778, "	"23325.000,"	"1.000,"	"30.000,"	2
"779, "	"1, "	"779, "	"23355.000,"	"1.000,"	"30.000,"	2
"780, "	"1, "	"780, "	"23385.000,"	"1.000,"	"30.000,"	2
"781, "	"1, "	"781, "	"23415.000,"	"1.000,"	"30.000,"	2
"782, "	"1, "	"782, "	"23445.000,"	"1.000,"	"30.000,"	2
"783, "	"1, "	"783, "	"23475.000,"	"1.000,"	"30.000,"	2
"784, "	"1, "	"784, "	"23505.000,"	"1.000,"	"30.000,"	2
"785, "	"1, "	"785, "	"23535.000,"	"1.000,"	"30.000,"	2
"786, "	"1, "	"786, "	"23565.000,"	"1.000,"	"30.000,"	2
"787, "	"1, "	"787, "	"23595.000,"	"1.000,"	"30.000,"	2
"788, "	"1, "	"788, "	"23625.000,"	"1.000,"	"30.000,"	2
"789, "	"1, "	"789, "	"23655.000,"	"1.000,"	"30.000,"	2
"790, "	"1, "	"790, "	"23685.000,"	"1.000,"	"30.000,"	3
"791, "	"1, "	"791, "	"23715.000,"	"1.000,"	"30.000,"	3
"792, "	"1, "	"792, "	"23745.000,"	"1.000,"	"30.000,"	3
"793, "	"1, "	"793, "	"23775.000,"	"1.000,"	"30.000,"	3
"794, "	"1, "	"794, "	"23805.000,"	"1.000,"	"30.000,"	3
"795, "	"1, "	"795, "	"23835.000,"	"1.000,"	"30.000,"	3
"796, "	"1, "	"796, "	"23865.000,"	"1.000,"	"30.000,"	3
"797, "	"1, "	"797, "	"23895.000,"	"1.000,"	"30.000,"	3
"798, "	"1, "	"798, "	"23925.000,"	"1.000,"	"30.000,"	3
"799, "	"1, "	"799, "	"23955.000,"	"1.000,"	"30.000,"	3
"800, "	"1, "	"800, "	"23985.000,"	"1.000,"	"30.000,"	3
"801, "	"1, "	"801, "	"24015.000,"	"1.000,"	"30.000,"	3
"802, "	"1, "	"802, "	"24045.000,"	"1.000,"	"30.000,"	3
"803, "	"1, "	"803, "	"24075.000,"	"1.000,"	"30.000,"	3
"804, "	"1, "	"804, "	"24105.000,"	"1.000,"	"30.000,"	3
"805, "	"1, "	"805, "	"24135.000,"	"1.000,"	"30.000,"	3
"806, "	"1, "	"806, "	"24165.000,"	"1.000,"	"30.000,"	3
"807, "	"1, "	"807, "	"24195.000,"	"1.000,"	"30.000,"	3
"808, "	"1, "	"808, "	"24225.000,"	"1.000,"	"30.000,"	3
"809, "	"1, "	"809, "	"24255.000,"	"1.000,"	"30.000,"	2
"810, "	"1, "	"810, "	"24285.000,"	"1.000,"	"30.000,"	2
"811, "	"1, "	"811, "	"24315.000,"	"1.000,"	"30.000,"	2
"812, "	"1, "	"812, "	"24345.000,"	"1.000,"	"30.000,"	2
"813, "	"1, "	"813, "	"24375.000,"	"1.000,"	"30.000,"	2
"814, "	"1, "	"814, "	"24405.000,"	"1.000,"	"30.000,"	2
"815, "	"1, "	"815, "	"24435.000,"	"1.000,"	"30.000,"	2
"816, "	"1, "	"816, "	"24465.000,"	"1.000,"	"30.000,"	2
"817, "	"1, "	"817, "	"24495.000,"	"1.000,"	"30.000,"	5
"818, "	"1, "	"818, "	"24525.000,"	"1.000,"	"30.000,"	5
"819, "	"1, "	"819, "	"24555.000,"	"1.000,"	"30.000,"	5
"820, "	"1, "	"820, "	"24585.000,"	"1.000,"	"30.000,"	5
"821, "	"1, "	"821, "	"24615.000,"	"1.000,"	"30.000,"	5
"822, "	"1, "	"822, "	"24645.000,"	"1.000,"	"30.000,"	5
"823, "	"1, "	"823, "	"24675.000,"	"1.000,"	"30.000,"	5
"824, "	"1, "	"824, "	"24705.000,"	"1.000,"	"30.000,"	5
"825, "	"1, "	"825, "	"24735.000,"	"1.000,"	"30.000,"	5
"826, "	"1, "	"826, "	"24765.000,"	"1.000,"	"30.000,"	5
"827, "	"1, "	"827, "	"24795.000,"	"1.000,"	"30.000,"	5
"828, "	"1, "	"828, "	"24825.000,"	"1.000,"	"30.000,"	5
"829, "	"1, "	"829, "	"24855.000,"	"1.000,"	"30.000,"	1
"830, "	"1, "	"830, "	"24885.000,"	"1.000,"	"30.000,"	1
"831, "	"1, "	"831, "	"24915.000,"	"1.000,"	"30.000,"	1
"832, "	"1, "	"832, "	"24945.000,"	"1.000,"	"30.000,"	1
"833, "	"1, "	"833, "	"24975.000,"	"1.000,"	"30.000,"	1
"834, "	"1, "	"834, "	"25005.000,"	"1.000,"	"30.000,"	1
"835, "	"1, "	"835, "	"25035.000,"	"1.000,"	"30.000,"	1
"836, "	"1, "	"836, "	"25065.000,"	"1.000,"	"30.000,"	0
"837, "	"1, "	"837, "	"25095.000,"	"1.000,"	"30.000,"	0
"838, "	"1, "	"838, "	"25125.000,"	"1.000,"	"30.000,"	0
"839, "	"1, "	"839, "	"25155.000,"	"1.000,"	"30.000,"	0
"840, "	"1, "	"840, "	"25185.000,"	"1.000,"	"30.000,"	1
"841, "	"1, "	"841, "	"25215.000,"	"1.000,"	"30.000,"	1
"842, "	"1, "	"842, "	"25245.000,"	"1.000,"	"30.000,"	2
"843, "	"1, "	"843, "	"25275.000,"	"1.000,"	"30.000,"	2
"844, "	"1, "	"844, "	"25305.000,"	"1.000,"	"30.000,"	2
"845, "	"1, "	"845, "	"25335.000,"	"1.000,"	"30.000,"	2
"846, "	"1, "	"846, "	"25365.000,"	"1.000,"	"30.000,"	2
"847, "	"1, "	"847, "	"25395.000,"	"1.000,"	"30.000,"	2
"848, "	"1, "	"848, "	"25425.000,"	"1.000,"	"30.000,"	1
"849, "	"1, "	"849, "	"25455.000,"	"1.000,"	"30.000,"	1
"850, "	"1, "	"850, "	"25485.000,"	"1.000,"	"30.000,"	1
"851, "	"1, "	"851, "	"25515.000,"	"1.000,"	"30.000,"	2
"852, "	"1, "	"852, "	"25545.000,"	"1.000,"	"30.000,"	2
"853, "	"1, "	"853, "	"25575.000,"	"1.000,"	"30.000,"	2
"854, "	"1, "	"854, "	"25605.000,"	"1.000,"	"30.000,"	2
"855, "	"1, "	"855, "	"25635.000,"	"1.000,"	"30.000,"	2
"856, "	"1, "	"856, "	"25665.000,"	"1.000,"	"30.000,"	2
"857, "	"1, "	"857, "	"25695.000,"	"1.000,"	"30.000,"	2
"858, "	"1, "	"858, "	"25725.000,"	"1.000,"	"30.000,"	2
"859, "	"1, "	"859, "	"25755.000,"	"1.000,"	"30.000,"	3
"860, "	"1, "	"860, "	"25785.000,"	"1.000,"	"30.000,"	3
"861, "	"1, "	"861, "	"25815.000,"	"1.000,"	"30.000,"	3
"862, "	"1, "	"862, "	"25845.000,"	"1.000,"	"30.000,"	3
"863, "	"1, "	"863, "	"25875.000,"	"1.000,"	"30.000,"	3
"864, "	"1, "	"864, "	"25905.000,"	"1.000,"	"30.000,"	3
"865, "	"1, "	"865, "	"25935.000,"	"1.000,"	"30.000,"	3
"866, "	"1, "	"866, "	"25965.000,"	"1.000,"	"30.000,"	3
"867, "	"1, "	"867, "	"25995.000,"	"1.000,"	"30.000,"	3
"868, "	"1, "	"868, "	"26025.000,"	"1.000,"	"30.000,"	3
"869, "	"1, "	"869, "	"26055.000,"	"1.000,"	"30.000,"	3
"870, "	"1, "	"870, "	"26085.000,"	"1.000,"	"30.000,"	3
"871, "	"1, "	"871, "	"26115.000,"	"1.000,"	"30.000,"	3
"872, "	"1, "	"872, "	"26145.000,"	"1.000,"	"30.000,"	3
"873, "	"1, "	"873, "	"26175.000,"	"1.000,"	"30.000,"	3
"874, "	"1, "	"874, "	"26205.000,"	"1.000,"	"30.000,"	3
"875, "	"1, "	"875, "	"26235.000,"	"1.000,"	"30.000,"	3
"876, "	"1, "	"876, "	"26265.000,"	"1.000,"	"30.000,"	3
"877, "	"1, "	"877, "	"26295.000,"	"1.000,"	"30.000,"	3
"878, "	"1, "	"878, "	"26325.000,"	"1.000,"	"30.000,"	3
"879, "	"1, "	"879, "	"26355.000,"	"1.000,"	"30.000,"	3
"880, "	"1, "	"880, "	"26385.000,"	"1.000,"	"30.000,"	3
"881, "	"1, "	"881, "	"26415.000,"	"1.000,"	"30.000,"	3
"882, "	"1, "	"882, "	"26445.000,"	"1.000,"	"30.000,"	3
"883, "	"1, "	"883, "	"26475.000,"	"1.000,"	"30.000,"	1
"884, "	"1, "	"884, "	"26505.000,"	"1.000,"	"30.000,"	2
"885, "	"1, "	"885, "	"26535.000,"	"1.000,"	"30.000,"	2
"886, "	"1, "	"886, "	"26565.000,"	"1.000,"	"30.000,"	2
"887, "	"1, "	"887, "	"26595.000,"	"1.000,"	"30.000,"	2
"888, "	"1, "	"888, "	"26625.000,"	"1.000,"	"30.000,"	2
"889, "	"1, "	"889, "	"26655.000,"	"1.000,"	"30.000,"	1
"890, "	"1, "	"890, "	"26685.000,"	"1.000,"	"30.000,"	0
"891, "	"1, "	"891, "	"26715.000,"	"1.000,"	"30.000,"	0
"892, "	"1, "	"892, "	"26745.000,"	"1.000,"	"30.000,"	0
"893, "	"1, "	"893, "	"26775.000,"	"1.000,"	"30.000,"	0
"894, "	"1, "	"894, "	"26805.000,"	"1.000,"	"30.000,"	0
"895, "	"1, "	"895, "	"26835.000,"	"1.000,"	"30.000,"	0
"896, "	"1, "	"896, "	"26865.000,"	"1.000,"	"30.000,"	0
"897, "	"1, "	"897, "	"26895.000,"	"1.000,"	"30.000,"	0
"898, "	"1, "	"898, "	"26925.000,"	"1.000,"	"30.000,"	0
"899, "	"1, "	"899, "	"26955.000,"	"1.000,"	"30.000,"	0
"900, "	"1, "	"900, "	"26985.000,"	"1.000,"	"30.000,"	0
"901, "	"1, "	"901, "	"27015.000,"	"1.000,"	"30.000,"	0
"902, "	"1, "	"902, "	"27045.000,"	"1.000,"	"30.000,"	0
"903, "	"1, "	"903, "	"27075.000,"	"1.000,"	"30.000,"	0
"904, "	"1, "	"904, "	"27105.000,"	"1.000,"	"30.000,"	0
"905, "	"1, "	"905, "	"27135.000,"	"1.000,"	"30.000,"	0
"906, "	"1, "	"906, "	"27165.000,"	"1.000,"	"30.000,"	0
"907, "	"1, "	"907, "	"27195.000,"	"1.000,"	"30.000,"	0
"908, "	"1, "	"908, "	"27225.000,"	"1.000,"	"30.000,"	0
"909, "	"1, "	"909, "	"27255.000,"	"1.000,"	"30.000,"	0
"910, "	"1, "	"910, "	"27285.000,"	"1.000,"	"30.000,"	0
"911, "	"1, "	"911, "	"27315.000,"	"1.000,"	"30.000,"	0
"912, "	"1, "	"912, "	"27345.000,"	"1.000,"	"30.000,"	0
"913, "	"1, "	"913, "	"27375.000,"	"1.000,"	"30.000,"	0
"914, "	"1, "	"914, "	"27405.000,"	"1.000,"	"30.000,"	0
"915, "	"1, "	"915, "	"27435.000,"	"1.000,"	"30.000,"	0
"916, "	"1, "	"916, "	"27465.000,"	"1.000,"	"30.000,"	0
"917, "	"1, "	"917, "	"27495.000,"	"1.000,"	"30.000,"	0
"918, "	"1, "	"918, "	"27525.000,"	"1.000,"	"30.000,"	0
"919, "	"1, "	"919, "	"27555.000,"	"1.000,"	"30.000,"	0
"920, "	"1, "	"920, "	"27585.000,"	"1.000,"	"30.000,"	0
"921, "	"1, "	"921, "	"27615.000,"	"1.000,"	"30.000,"	0
"922, "	"1, "	"922, "	"27645.000,"	"1.000,"	"30.000,"	0
"923, "	"1, "	"923, "	"27675.000,"	"1.000,"	"30.000,"	0
"924, "	"1, "	"924, "	"27705.000,"	"1.000,"	"30.000,"	0
"925, "	"1, "	"925, "	"27735.000,"	"1.000,"	"30.000,"	0
"926, "	"1, "	"926, "	"27765.000,"	"1.000,"	"30.000,"	0
"927, "	"1, "	"927, "	"27795.000,"	"1.000,"	"30.000,"	0
"928, "	"1, "	"928, "	"27825.000,"	"1.000,"	"30.000,"	0
"929, "	"1, "	"929, "	"27855.000,"	"1.000,"	"30.000,"	0
"930, "	"1, "	"930, "	"27885.000,"	"1.000,"	"30.000,"	0
"931, "	"1, "	"931, "	"27915.000,"	"1.000,"	"30.000,"	0
"932, "	"1, "	"932, "	"27945.000,"	"1.000,"	"30.000,"	0
"933, "	"1, "	"933, "	"27975.000,"	"1.000,"	"30.000,"	0
"934, "	"1, "	"934, "	"28005.000,"	"1.000,"	"30.000,"	0
"935, "	"1, "	"935, "	"28035.000,"	"1.000,"	"30.000,"	0
"936, "	"1, "	"936, "	"28065.000,"	"1.000,"	"30.000,"	0
"937, "	"1, "	"937, "	"28095.000,"	"1.000,"	"30.000,"	0
"938, "	"1, "	"938, "	"28125.000,"	"1.000,"	"30.000,"	0
"939, "	"1, "	"939, "	"28155.000,"	"1.000,"	"30.000,"	0
"940, "	"1, "	"940, "	"28185.000,"	"1.000,"	"30.000,"	0
"941, "	"1, "	"941, "	"28215.000,"	"1.000,"	"30.000,"	0
"942, "	"1, "	"942, "	"28245.000,"	"1.000,"	"30.000,"	0
"943, "	"1, "	"943, "	"28275.000,"	"1.000,"	"30.000,"	0
"944, "	"1, "	"944, "	"28305.000,"	"1.000,"	"30.000,"	0
"945, "	"1, "	"945, "	"28335.000,"	"1.000,"	"30.000,"	0
"946, "	"1, "	"946, "	"28365.000,"	"1.000,"	"30.000,"	0
"947, "	"1, "	"947, "	"28395.000,"	"1.000,"	"30.000,"	0
"948, "	"1, "	"948, "	"28425.000,"	"1.000,"	"30.000,"	0
"949, "	"1, "	"949, "	"28455.000,"	"1.000,"	"30.000,"	0
"950, "	"1, "	"950, "	"28485.000,"	"1.000,"	"30.000,"	0
"951, "	"1, "	"951, "	"28515.000,"	"1.000,"	"30.000,"	0
"952, "	"1, "	"952, "	"28545.000,"	"1.000,"	"30.000,"	0
"953, "	"1, "	"953, "	"28575.000,"	"1.000,"	"30.000,"	0
"954, "	"1, "	"954, "	"28605.000,"	"1.000,"	"30.000,"	0
"955, "	"1, "	"955, "	"28635.000,"	"1.000,"	"30.000,"	0
"956, "	"1, "	"956, "	"28665.000,"	"1.000,"	"30.000,"	0
"957, "	"1, "	"957, "	"28695.000,"	"1.000,"	"30.000,"	0
"958, "	"1, "	"958, "	"28725.000,"	"1.000,"	"30.000,"	0
"959, "	"1, "	"959, "	"28755.000,"	"1.000,"	"30.000,"	0
"960, "	"1, "	"960, "	"28785.000,"	"1.000,"	"30.000,"	0
"961, "	"1, "	"961, "	"28815.000,"	"1.000,"	"30.000,"	0
"962, "	"1, "	"962, "	"28845.000,"	"1.000,"	"30.000,"	0
"963, "	"1, "	"963, "	"28875.000,"	"1.000,"	"30.000,"	0
"964, "	"1, "	"964, "	"28905.000,"	"1.000,"	"30.000,"	0
"965, "	"1, "	"965, "	"28935.000,"	"1.000,"	"30.000,"	0
"966, "	"1, "	"966, "	"28965.000,"	"1.000,"	"30.000,"	0
"967, "	"1, "	"967, "	"28995.000,"	"1.000,"	"30.000,"	0
"968, "	"1, "	"968, "	"29025.000,"	"1.000,"	"30.000,"	0
"969, "	"1, "	"969, "	"29055.000,"	"1.000,"	"30.000,"	0
"970, "	"1, "	"970, "	"29085.000,"	"1.000,"	"30.000,"	0
"971, "	"1, "	"971, "	"29115.000,"	"1.000,"	"30.000,"	0
"972, "	"1, "	"972, "	"29145.000,"	"1.000,"	"30.000,"	0
"973, "	"1, "	"973, "	"29175.000,"	"1.000,"	"30.000,"	0
